ID, Media, Link
1050453087650017281,@ErinOban Can't say we disagree with your approach.,
1050453042770993153,@mkfroboi Hey  why not?  ,
1050453003365429249,@laurmem Love ya back.,
1050452771860828161,@EhBeeFamily We think you're onto something... but we may be biased.,
1050425821364703232,PSL season is finally here! Who do you share your PSL and OREO cookie combo with?,
1050084850420604930,@mildlyuncomfy Spooky AND delicious.,
1050084683474722816,@mcwm Our take: All OREO cookies are the best!,
1050045366618509314,@mikeyramsour Hi Mikey - We'd like to apologize for this experience. We'd like to have a representative call you. P  https://t.co/7BeAJn533U,
1050030897930653696,@CarsingoPlayz Hi again! We would still love to send you a surprise to show our appreciation for your love of OREO  https://t.co/6c9vAsvcjR,
1049737276555714560,@crousselle Happy to make you happy.,
1049737226396024832,@WaubonsieMath We're impressed.  ,
1049737174546038784,@imollertv You really know how to make a cookie smile.,
1049690963386331136,This OREO cookie goes out to the 1 541 510 #PumpkinSpice lovers who always make time for a taste of autumn. https://t.co/10iyo4Ojl3,http://pbs.twimg.com/amplify_video_thumb/1049671139730096128/img/1ULxfS5PdVIzglg-.jpg
1049401083121070080,Now we know how to get a gigantic cake made of OREO cookies   Practice  Practice  Practice. https://t.co/KadkIMCQqP,
1049328448798425090,@kay_gibs  ,
1049328327276859394,@happylaura Spooky AND delicious.,
1049328277230419970,@DavesRant This is art.,
1049328222901600256,@KrisRohrbach Aw  shucks.,
1049328177229824001,@LSnowden You have the right idea.,
1049316375972499458,@RobloxRam365 Hey there! We see that your love of OREO cookies &amp; Pok mon is unmatched. We have quite the surprise f  https://t.co/zkZdegQdqN,
1048304639567978498,@holliesmiles @LIVEONLakeside @wkyc @alexaleewkyc Don't forget to share!,
1048304564728987648,@LisaLovecraft Okay  now we're blushing.,
1048304523301859328,@SxmonSpxer Xoxo.,
1048304409883693057,@abbieeastwick Aw  shucks.,
1048304367357612032,@schwartzxtreme We think it looks delicious... but we may be biased.,
1048277008818626560,@JackHaas515 Hey there! We see that your love of OREO cookies &amp; Pok mon is unmatched. We have quite the surprise fo  https://t.co/Lud4lE594Y,
1048276048113270784,@Sw1tchbox Hey there! We see that your love of OREO cookies &amp; Pok mon is unmatched. We have quite the surprise for  https://t.co/uHX2ZLO6Vm,
1048245110784372736,@FlyteThree Only in our dreams.,
1048245064617660417,@KristenSurman Dreamy  huh?  ,
1048245005138182145,@HaeDinaa We like your thinking.,
1048226307551768576,This OREO Chocolate Candy Bar goes out to the 63 706 #blackbelts who prefer delicious Fun Size palm strikes. https://t.co/2QrMxnU6qL,http://pbs.twimg.com/amplify_video_thumb/1046790089156775937/img/v-du-eVaFRdmsBLd.jpg
1048210420593561600,@MikeRUnderwood Hi there! We re quite fond of your dog Oreo s name (no surprise there  ) and would love to send you  https://t.co/hUSR3GJHgT,
1047558474232733696,@Gabe45299996 Hey there! We see that your love of OREO cookies &amp; Pok mon is unmatched. We have quite the surprise f  https://t.co/aih3S1DaT7,
1047558296587173889,@RobloxRam365 Hey there! We see that your love of OREO cookies &amp; Pok mon is unmatched. We have quite the surprise f  https://t.co/7L6AAo1wRe,
1047558196100026368,@CarsingoPlayz Hey there! We see that your love of OREO cookies &amp; Pok mon is unmatched. We have quite the surprise  https://t.co/rCqVVva6X1,
1047529890915004416,Which OREO cookie would you take on your next Pok mon adventure?,
